Periodo;Año;Municipio;Tipo;Valor;;;;;;;;;
1/1/2015;2015;Exaltación de la Cruz;Total de víctimas de lesiones dolosas;124;;;;;;;;;
1/1/2015;2015;Exaltación de la Cruz;Total de víctimas de otros delitos contra la integridad sexual;8;;;;;;;;;
1/1/2015;2015;Exaltación de la Cruz;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2016;2016;Exaltación de la Cruz;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2016;2016;Exaltación de la Cruz;Total de víctimas de lesiones dolosas;136;;;;;;;;;
1/1/2016;2016;Exaltación de la Cruz;Total de víctimas de otros delitos contra la integridad sexual;12;;;;;;;;;
1/1/2016;2016;Exaltación de la Cruz;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2017;2017;Exaltación de la Cruz;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2017;2017;Exaltación de la Cruz;Total de víctimas de lesiones dolosas;110;;;;;;;;;
1/1/2017;2017;Exaltación de la Cruz;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2017;2017;Exaltación de la Cruz;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2018;2018;Exaltación de la Cruz;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Exaltación de la Cruz;Total de víctimas de lesiones dolosas;109;;;;;;;;;
1/1/2018;2018;Exaltación de la Cruz;Total de víctimas de otros delitos contra la integridad sexual;7;;;;;;;;;
1/1/2018;2018;Exaltación de la Cruz;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2019;2019;Exaltación de la Cruz;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Exaltación de la Cruz;Total de víctimas de lesiones dolosas;119;;;;;;;;;
1/1/2019;2019;Exaltación de la Cruz;Total de víctimas de otros delitos contra la integridad sexual;6;;;;;;;;;
1/1/2019;2019;Exaltación de la Cruz;Total de víctimas de violaciones;5;;;;;;;;;
1/1/2020;2020;Exaltación de la Cruz;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2020;2020;Exaltación de la Cruz;Total de víctimas de lesiones dolosas;134;;;;;;;;;
1/1/2020;2020;Exaltación de la Cruz;Total de víctimas de otros delitos contra la integridad sexual;27;;;;;;;;;
1/1/2020;2020;Exaltación de la Cruz;Total de víctimas de violaciones;6;;;;;;;;;
1/1/2021;2021;Exaltación de la Cruz;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Exaltación de la Cruz;Total de víctimas de lesiones dolosas;182;;;;;;;;;
1/1/2021;2021;Exaltación de la Cruz;Total de víctimas de otros delitos contra la integridad sexual;60;;;;;;;;;
1/1/2021;2021;Exaltación de la Cruz;Total de víctimas de violaciones;10;;;;;;;;;
1/1/2014;2014;Ezeiza;Total de víctimas de homicidios dolosos;8;;;;;;;;;
1/1/2014;2014;Ezeiza;Total de víctimas de lesiones dolosas;1818;;;;;;;;;
1/1/2014;2014;Ezeiza;Total de víctimas de otros delitos contra la integridad sexual;109;;;;;;;;;
1/1/2014;2014;Ezeiza;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2015;2015;Ezeiza;Total de víctimas de homicidios dolosos;6;;;;;;;;;
1/1/2015;2015;Ezeiza;Total de víctimas de lesiones dolosas;1783;;;;;;;;;
1/1/2015;2015;Ezeiza;Total de víctimas de otros delitos contra la integridad sexual;131;;;;;;;;;
1/1/2015;2015;Ezeiza;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Ezeiza;Total de víctimas de homicidios dolosos;2;;;;;;;;;
1/1/2016;2016;Ezeiza;Total de víctimas de lesiones dolosas;472;;;;;;;;;
1/1/2016;2016;Ezeiza;Total de víctimas de otros delitos contra la integridad sexual;9;;;;;;;;;
1/1/2016;2016;Ezeiza;Total de víctimas de violaciones;20;;;;;;;;;
1/1/2017;2017;Ezeiza;Total de víctimas de homicidios dolosos;8;;;;;;;;;
1/1/2017;2017;Ezeiza;Total de víctimas de lesiones dolosas;438;;;;;;;;;
1/1/2017;2017;Ezeiza;Total de víctimas de otros delitos contra la integridad sexual;11;;;;;;;;;
1/1/2017;2017;Ezeiza;Total de víctimas de violaciones;23;;;;;;;;;
1/1/2018;2018;Ezeiza;Total de víctimas de homicidios dolosos;4;;;;;;;;;
1/1/2018;2018;Ezeiza;Total de víctimas de lesiones dolosas;353;;;;;;;;;
1/1/2018;2018;Ezeiza;Total de víctimas de otros delitos contra la integridad sexual;11;;;;;;;;;
1/1/2018;2018;Ezeiza;Total de víctimas de violaciones;29;;;;;;;;;
1/1/2019;2019;Ezeiza;Total de víctimas de homicidios dolosos;10;;;;;;;;;
1/1/2019;2019;Ezeiza;Total de víctimas de lesiones dolosas;535;;;;;;;;;
1/1/2019;2019;Ezeiza;Total de víctimas de otros delitos contra la integridad sexual;21;;;;;;;;;
1/1/2019;2019;Ezeiza;Total de víctimas de violaciones;33;;;;;;;;;
1/1/2020;2020;Ezeiza;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2020;2020;Ezeiza;Total de víctimas de lesiones dolosas;375;;;;;;;;;
1/1/2020;2020;Ezeiza;Total de víctimas de otros delitos contra la integridad sexual;103;;;;;;;;;
1/1/2020;2020;Ezeiza;Total de víctimas de violaciones;26;;;;;;;;;
1/1/2021;2021;Ezeiza;Total de víctimas de homicidios dolosos;4;;;;;;;;;
1/1/2021;2021;Ezeiza;Total de víctimas de lesiones dolosas;515;;;;;;;;;
1/1/2021;2021;Ezeiza;Total de víctimas de otros delitos contra la integridad sexual;242;;;;;;;;;
1/1/2021;2021;Ezeiza;Total de víctimas de violaciones;38;;;;;;;;;
1/1/2014;2014;Florencio Varela;Total de víctimas de homicidios dolosos;48;;;;;;;;;
1/1/2014;2014;Florencio Varela;Total de víctimas de lesiones dolosas;2373;;;;;;;;;
1/1/2014;2014;Florencio Varela;Total de víctimas de otros delitos contra la integridad sexual;197;;;;;;;;;
1/1/2014;2014;Florencio Varela;Total de víctimas de violaciones;68;;;;;;;;;
1/1/2015;2015;Florencio Varela;Total de víctimas de homicidios dolosos;48;;;;;;;;;
1/1/2015;2015;Florencio Varela;Total de víctimas de lesiones dolosas;2409;;;;;;;;;
1/1/2015;2015;Florencio Varela;Total de víctimas de otros delitos contra la integridad sexual;220;;;;;;;;;
1/1/2015;2015;Florencio Varela;Total de víctimas de violaciones;60;;;;;;;;;
1/1/2016;2016;Florencio Varela;Total de víctimas de homicidios dolosos;44;;;;;;;;;
1/1/2016;2016;Florencio Varela;Total de víctimas de lesiones dolosas;1421;;;;;;;;;
1/1/2016;2016;Florencio Varela;Total de víctimas de otros delitos contra la integridad sexual;96;;;;;;;;;
1/1/2016;2016;Florencio Varela;Total de víctimas de violaciones;50;;;;;;;;;
1/1/2017;2017;Florencio Varela;Total de víctimas de homicidios dolosos;38;;;;;;;;;
1/1/2017;2017;Florencio Varela;Total de víctimas de lesiones dolosas;1526;;;;;;;;;
1/1/2017;2017;Florencio Varela;Total de víctimas de otros delitos contra la integridad sexual;113;;;;;;;;;
1/1/2017;2017;Florencio Varela;Total de víctimas de violaciones;45;;;;;;;;;
1/1/2018;2018;Florencio Varela;Total de víctimas de homicidios dolosos;31;;;;;;;;;
1/1/2018;2018;Florencio Varela;Total de víctimas de lesiones dolosas;1118;;;;;;;;;
1/1/2018;2018;Florencio Varela;Total de víctimas de otros delitos contra la integridad sexual;144;;;;;;;;;
1/1/2018;2018;Florencio Varela;Total de víctimas de violaciones;67;;;;;;;;;
1/1/2019;2019;Florencio Varela;Total de víctimas de homicidios dolosos;30;;;;;;;;;
1/1/2019;2019;Florencio Varela;Total de víctimas de lesiones dolosas;703;;;;;;;;;
1/1/2019;2019;Florencio Varela;Total de víctimas de otros delitos contra la integridad sexual;186;;;;;;;;;
1/1/2019;2019;Florencio Varela;Total de víctimas de violaciones;88;;;;;;;;;
1/1/2020;2020;Florencio Varela;Total de víctimas de homicidios dolosos;39;;;;;;;;;
1/1/2020;2020;Florencio Varela;Total de víctimas de lesiones dolosas;1258;;;;;;;;;
1/1/2020;2020;Florencio Varela;Total de víctimas de otros delitos contra la integridad sexual;329;;;;;;;;;
1/1/2020;2020;Florencio Varela;Total de víctimas de violaciones;58;;;;;;;;;
1/1/2021;2021;Florencio Varela;Total de víctimas de homicidios dolosos;30;;;;;;;;;
1/1/2021;2021;Florencio Varela;Total de víctimas de lesiones dolosas;1326;;;;;;;;;
1/1/2021;2021;Florencio Varela;Total de víctimas de otros delitos contra la integridad sexual;593;;;;;;;;;
1/1/2021;2021;Florencio Varela;Total de víctimas de violaciones;48;;;;;;;;;
1/1/2014;2014;Florentino Ameghino;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2014;2014;Florentino Ameghino;Total de víctimas de lesiones dolosas;59;;;;;;;;;
1/1/2014;2014;Florentino Ameghino;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2014;2014;Florentino Ameghino;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;Florentino Ameghino;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2015;2015;Florentino Ameghino;Total de víctimas de lesiones dolosas;64;;;;;;;;;
1/1/2015;2015;Florentino Ameghino;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2015;2015;Florentino Ameghino;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;Florentino Ameghino;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;Florentino Ameghino;Total de víctimas de lesiones dolosas;37;;;;;;;;;
1/1/2016;2016;Florentino Ameghino;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2016;2016;Florentino Ameghino;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2017;2017;Florentino Ameghino;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2017;2017;Florentino Ameghino;Total de víctimas de lesiones dolosas;25;;;;;;;;;
1/1/2017;2017;Florentino Ameghino;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2017;2017;Florentino Ameghino;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2018;2018;Florentino Ameghino;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;Florentino Ameghino;Total de víctimas de lesiones dolosas;26;;;;;;;;;
1/1/2018;2018;Florentino Ameghino;Total de víctimas de otros delitos contra la integridad sexual;3;;;;;;;;;
1/1/2018;2018;Florentino Ameghino;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2019;2019;Florentino Ameghino;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;Florentino Ameghino;Total de víctimas de lesiones dolosas;21;;;;;;;;;
1/1/2019;2019;Florentino Ameghino;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2019;2019;Florentino Ameghino;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2020;2020;Florentino Ameghino;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;Florentino Ameghino;Total de víctimas de lesiones dolosas;46;;;;;;;;;
1/1/2020;2020;Florentino Ameghino;Total de víctimas de otros delitos contra la integridad sexual;3;;;;;;;;;
1/1/2020;2020;Florentino Ameghino;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2021;2021;Florentino Ameghino;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;Florentino Ameghino;Total de víctimas de lesiones dolosas;55;;;;;;;;;
1/1/2021;2021;Florentino Ameghino;Total de víctimas de otros delitos contra la integridad sexual;8;;;;;;;;;
1/1/2021;2021;Florentino Ameghino;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2014;2014;General Alvarado;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2014;2014;General Alvarado;Total de víctimas de lesiones dolosas;131;;;;;;;;;
1/1/2014;2014;General Alvarado;Total de víctimas de otros delitos contra la integridad sexual;26;;;;;;;;;
1/1/2014;2014;General Alvarado;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;General Alvarado;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2015;2015;General Alvarado;Total de víctimas de lesiones dolosas;149;;;;;;;;;
1/1/2015;2015;General Alvarado;Total de víctimas de otros delitos contra la integridad sexual;28;;;;;;;;;
1/1/2015;2015;General Alvarado;Total de víctimas de violaciones;6;;;;;;;;;
1/1/2016;2016;General Alvarado;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2016;2016;General Alvarado;Total de víctimas de lesiones dolosas;76;;;;;;;;;
1/1/2016;2016;General Alvarado;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2016;2016;General Alvarado;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2017;2017;General Alvarado;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2017;2017;General Alvarado;Total de víctimas de lesiones dolosas;108;;;;;;;;;
1/1/2017;2017;General Alvarado;Total de víctimas de otros delitos contra la integridad sexual;3;;;;;;;;;
1/1/2017;2017;General Alvarado;Total de víctimas de violaciones;4;;;;;;;;;
1/1/2018;2018;General Alvarado;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;General Alvarado;Total de víctimas de lesiones dolosas;64;;;;;;;;;
1/1/2018;2018;General Alvarado;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;General Alvarado;Total de víctimas de violaciones;8;;;;;;;;;
1/1/2019;2019;General Alvarado;Total de víctimas de homicidios dolosos;3;;;;;;;;;
1/1/2019;2019;General Alvarado;Total de víctimas de lesiones dolosas;99;;;;;;;;;
1/1/2019;2019;General Alvarado;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2019;2019;General Alvarado;Total de víctimas de violaciones;15;;;;;;;;;
1/1/2020;2020;General Alvarado;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;General Alvarado;Total de víctimas de lesiones dolosas;170;;;;;;;;;
1/1/2020;2020;General Alvarado;Total de víctimas de otros delitos contra la integridad sexual;24;;;;;;;;;
1/1/2020;2020;General Alvarado;Total de víctimas de violaciones;8;;;;;;;;;
1/1/2021;2021;General Alvarado;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;General Alvarado;Total de víctimas de lesiones dolosas;224;;;;;;;;;
1/1/2021;2021;General Alvarado;Total de víctimas de otros delitos contra la integridad sexual;80;;;;;;;;;
1/1/2021;2021;General Alvarado;Total de víctimas de violaciones;12;;;;;;;;;
1/1/2014;2014;General Alvear;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2014;2014;General Alvear;Total de víctimas de lesiones dolosas;-;;;;;;;;;
1/1/2014;2014;General Alvear;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2014;2014;General Alvear;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;General Alvear;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2015;2015;General Alvear;Total de víctimas de lesiones dolosas;4;;;;;;;;;
1/1/2015;2015;General Alvear;Total de víctimas de otros delitos contra la integridad sexual;3;;;;;;;;;
1/1/2015;2015;General Alvear;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;General Alvear;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;General Alvear;Total de víctimas de lesiones dolosas;16;;;;;;;;;
1/1/2016;2016;General Alvear;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2016;2016;General Alvear;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2017;2017;General Alvear;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2017;2017;General Alvear;Total de víctimas de lesiones dolosas;14;;;;;;;;;
1/1/2017;2017;General Alvear;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2017;2017;General Alvear;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2018;2018;General Alvear;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2018;2018;General Alvear;Total de víctimas de lesiones dolosas;22;;;;;;;;;
1/1/2018;2018;General Alvear;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2018;2018;General Alvear;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2019;2019;General Alvear;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2019;2019;General Alvear;Total de víctimas de lesiones dolosas;34;;;;;;;;;
1/1/2019;2019;General Alvear;Total de víctimas de otros delitos contra la integridad sexual;-;;;;;;;;;
1/1/2019;2019;General Alvear;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2020;2020;General Alvear;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2020;2020;General Alvear;Total de víctimas de lesiones dolosas;17;;;;;;;;;
1/1/2020;2020;General Alvear;Total de víctimas de otros delitos contra la integridad sexual;5;;;;;;;;;
1/1/2020;2020;General Alvear;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2021;2021;General Alvear;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;General Alvear;Total de víctimas de lesiones dolosas;40;;;;;;;;;
1/1/2021;2021;General Alvear;Total de víctimas de otros delitos contra la integridad sexual;7;;;;;;;;;
1/1/2021;2021;General Alvear;Total de víctimas de violaciones;3;;;;;;;;;
1/1/2014;2014;General Arenales;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2014;2014;General Arenales;Total de víctimas de lesiones dolosas;48;;;;;;;;;
1/1/2014;2014;General Arenales;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2014;2014;General Arenales;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;General Arenales;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2015;2015;General Arenales;Total de víctimas de lesiones dolosas;51;;;;;;;;;
1/1/2015;2015;General Arenales;Total de víctimas de otros delitos contra la integridad sexual;3;;;;;;;;;
1/1/2015;2015;General Arenales;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;General Arenales;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2016;2016;General Arenales;Total de víctimas de lesiones dolosas;43;;;;;;;;;
1/1/2016;2016;General Arenales;Total de víctimas de otros delitos contra la integridad sexual;1;;;;;;;;;
1/1/2016;2016;General Arenales;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2017;2017;General Arenales;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2017;2017;General Arenales;Total de víctimas de lesiones dolosas;41;;;;;;;;;
1/1/2017;2017;General Arenales;Total de víctimas de otros delitos contra la integridad sexual;2;;;;;;;;;
1/1/2017;2017;General Arenales;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2018;2018;General Arenales;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2018;2018;General Arenales;Total de víctimas de lesiones dolosas;48;;;;;;;;;
1/1/2018;2018;General Arenales;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2018;2018;General Arenales;Total de víctimas de violaciones;1;;;;;;;;;
1/1/2019;2019;General Arenales;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2019;2019;General Arenales;Total de víctimas de lesiones dolosas;43;;;;;;;;;
1/1/2019;2019;General Arenales;Total de víctimas de otros delitos contra la integridad sexual;4;;;;;;;;;
1/1/2019;2019;General Arenales;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2020;2020;General Arenales;Total de víctimas de homicidios dolosos;1;;;;;;;;;
1/1/2020;2020;General Arenales;Total de víctimas de lesiones dolosas;26;;;;;;;;;
1/1/2020;2020;General Arenales;Total de víctimas de otros delitos contra la integridad sexual;7;;;;;;;;;
1/1/2020;2020;General Arenales;Total de víctimas de violaciones;2;;;;;;;;;
1/1/2021;2021;General Arenales;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2021;2021;General Arenales;Total de víctimas de lesiones dolosas;33;;;;;;;;;
1/1/2021;2021;General Arenales;Total de víctimas de otros delitos contra la integridad sexual;17;;;;;;;;;
1/1/2021;2021;General Arenales;Total de víctimas de violaciones;5;;;;;;;;;
1/1/2014;2014;General Belgrano;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2014;2014;General Belgrano;Total de víctimas de lesiones dolosas;115;;;;;;;;;
1/1/2014;2014;General Belgrano;Total de víctimas de otros delitos contra la integridad sexual;9;;;;;;;;;
1/1/2014;2014;General Belgrano;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2015;2015;General Belgrano;Total de víctimas de homicidios dolosos;-;;;;;;;;;
1/1/2015;2015;General Belgrano;Total de víctimas de lesiones dolosas;51;;;;;;;;;
1/1/2015;2015;General Belgrano;Total de víctimas de otros delitos contra la integridad sexual;11;;;;;;;;;
1/1/2015;2015;General Belgrano;Total de víctimas de violaciones;-;;;;;;;;;
1/1/2016;2016;General Belgrano;Total de víctimas de homicidios dolosos;1;;;;;;;;;
