subtipo,barrio,mes,anio,count
Hurto automotor,VILLA DEVOTO,ENERO,2017,2
Hurto automotor,MONSERRAT,JUNIO,2016,2
Hurto automotor,MONSERRAT,JULIO,2022,2
Hurto automotor,VILLA DEVOTO,DICIEMBRE,2021,2
Hurto automotor,VILLA DEVOTO,ABRIL,2020,2
Hurto automotor,VERSALLES,NOVIEMBRE,2023,2
Lesiones Dolosas,COGHLAN,DICIEMBRE,2022,2
Lesiones Dolosas,COGHLAN,ABRIL,2019,2
Hurto automotor,CONSTITUCION,SEPTIEMBRE,2018,2
Lesiones Dolosas,COGHLAN,ABRIL,2017,2
Robo automotor,BOCA,ENERO,2021,2
Hurto automotor,VILLA DEVOTO,ABRIL,2016,2
Robo automotor,BOCA,ENERO,2023,2
Lesiones Dolosas,COGHLAN,FEBRERO,2018,2
Amenazas,PUERTO MADERO,DICIEMBRE,2018,2
Robo automotor,BOCA,ENERO,2022,2
Hurto automotor,CONSTITUCION,SEPTIEMBRE,2019,2
Muertes por siniestros viales,FLORESTA,ABRIL,2023,2
Lesiones Dolosas,COGHLAN,ENERO,2021,2
Hurto automotor,VILLA DEVOTO,JUNIO,2016,2
Amenazas,PUERTO MADERO,AGOSTO,2023,2
Hurto automotor,VILLA GRAL. MITRE,ABRIL,2016,2
Hurto automotor,VERSALLES,NOVIEMBRE,2021,2
Hurto automotor,COGHLAN,AGOSTO,2018,2
Hurto automotor,VILLA DEVOTO,MARZO,2017,2
Hurto automotor,VILLA DEVOTO,MARZO,2016,2
Hurto automotor,COGHLAN,AGOSTO,2019,2
Amenazas,VILLA LURO,JUNIO,2017,2
Lesiones Dolosas,BELGRANO,JULIO,2020,2
Muertes por siniestros viales,VILLA SANTA RITA,DICIEMBRE,2021,2
Robo automotor,BELGRANO,NOVIEMBRE,2020,2
Hurto automotor,VILLA LURO,AGOSTO,2020,2
Muertes por siniestros viales,MATADEROS,ENERO,2016,2
Hurto automotor,COGHLAN,FEBRERO,2021,2
Amenazas,PUERTO MADERO,MARZO,2017,2
Muertes por siniestros viales,FLORES,MARZO,2021,2
Amenazas,AGRONOMIA,ENERO,2020,2
Lesiones Dolosas,AGRONOMIA,MAYO,2019,2
Muertes por siniestros viales,MATADEROS,AGOSTO,2018,2
Robo automotor,BOCA,JULIO,2021,2
Hurto automotor,BOCA,SEPTIEMBRE,2020,2
Hurto automotor,VILLA DEL PARQUE,MAYO,2020,2
Amenazas,PUERTO MADERO,ABRIL,2019,2
Robo automotor,BELGRANO,OCTUBRE,2017,2
Lesiones Dolosas,AGRONOMIA,NOVIEMBRE,2018,2
Lesiones Dolosas,COGHLAN,MAYO,2023,2
Hurto automotor,MONSERRAT,AGOSTO,2017,2
Hurto automotor,MONTE CASTRO,SEPTIEMBRE,2020,2
Amenazas,PATERNAL,SEPTIEMBRE,2023,2
Hurto automotor,BOEDO,ABRIL,2020,2
Hurto automotor,MONSERRAT,ENERO,2019,2
Hurto automotor,VERSALLES,ENERO,2020,2
Amenazas,PUERTO MADERO,MARZO,2023,2
Robo automotor,BOCA,JUNIO,2020,2
Hurto automotor,VERSALLES,AGOSTO,2023,2
Hurto automotor,VERSALLES,DICIEMBRE,2020,2
Hurto automotor,VILLA LURO,ENERO,2021,2
Hurto automotor,VERSALLES,ENERO,2016,2
Muertes por siniestros viales,VILLA LUGANO,NOVIEMBRE,2018,2
Muertes por siniestros viales,MATADEROS,JULIO,2018,2
Hurto automotor,VERSALLES,ENERO,2018,2
Lesiones Dolosas,COGHLAN,OCTUBRE,2021,2
Muertes por siniestros viales,FLORES,SEPTIEMBRE,2016,2
Muertes por siniestros viales,FLORES,JUNIO,2022,2
Hurto automotor,NUNEZ,AGOSTO,2023,2
Muertes por siniestros viales,VILLA PUEYRREDON,MAYO,2017,2
Hurto automotor,MONSERRAT,ABRIL,2019,2
Amenazas,VILLA ORTUZAR,DICIEMBRE,2020,2
Amenazas,AGRONOMIA,OCTUBRE,2018,2
Amenazas,PUERTO MADERO,JUNIO,2021,2
Lesiones Dolosas,COGHLAN,MAYO,2021,2
Hurto automotor,MONTE CASTRO,OCTUBRE,2022,2
Lesiones Dolosas,AGRONOMIA,NOVIEMBRE,2020,2
Amenazas,AGRONOMIA,ENERO,2023,2
Amenazas,AGRONOMIA,MAYO,2021,2
Hurto automotor,MONTE CASTRO,MARZO,2020,2
Hurto automotor,VERSALLES,FEBRERO,2019,2
Hurto automotor,MONSERRAT,ENERO,2017,2
Robo automotor,BOCA,FEBRERO,2022,2
Hurto automotor,VELEZ SARSFIELD,ABRIL,2020,2
Robo total,VILLA REAL,JUNIO,2020,2
Hurto automotor,VERSALLES,FEBRERO,2020,2
Amenazas,PARQUE CHAS,SEPTIEMBRE,2018,2
Robo total,PUERTO MADERO,AGOSTO,2018,2
Hurto automotor,COGHLAN,FEBRERO,2017,2
Robo total,PUERTO MADERO,AGOSTO,2017,2
Hurto automotor,COGHLAN,FEBRERO,2016,2
Amenazas,PUERTO MADERO,FEBRERO,2022,2
Hurto automotor,VILLA GRAL. MITRE,MARZO,2021,2
Muertes por siniestros viales,BARRACAS,MARZO,2022,2
Hurto automotor,MONTE CASTRO,MAYO,2020,2
Lesiones Dolosas,AGRONOMIA,SEPTIEMBRE,2021,2
Amenazas,VILLA LURO,JULIO,2023,2
Hurto automotor,MONSERRAT,AGOSTO,2020,2
Amenazas,VILLA LURO,ENERO,2023,2
Hurto automotor,MONSERRAT,AGOSTO,2019,2
Muertes por siniestros viales,VILLA PUEYRREDON,MARZO,2017,2
Robo automotor,BELGRANO,OCTUBRE,2019,2
Hurto automotor,MONTE CASTRO,OCTUBRE,2020,2
Hurto automotor,VILLA GRAL. MITRE,OCTUBRE,2021,2
Robo total,PUERTO MADERO,DICIEMBRE,2020,2
Hurto automotor,MONTE CASTRO,NOVIEMBRE,2022,2
Lesiones Dolosas,AGRONOMIA,SEPTIEMBRE,2017,2
Amenazas,VILLA LURO,JULIO,2018,2
Amenazas,PUERTO MADERO,JULIO,2020,2
Hurto automotor,MONSERRAT,AGOSTO,2023,2
Hurto automotor,MONSERRAT,DICIEMBRE,2018,2
Amenazas,AGRONOMIA,MAYO,2022,2
Lesiones Dolosas,AGRONOMIA,SEPTIEMBRE,2016,2
Lesiones Dolosas,COGHLAN,MARZO,2021,2
Amenazas,PARQUE CHAS,ENERO,2023,2
Hurto automotor,COGHLAN,SEPTIEMBRE,2021,2
Amenazas,COGHLAN,DICIEMBRE,2019,2
Hurto automotor,RETIRO,JULIO,2017,2
Hurto automotor,RETIRO,FEBRERO,2023,2
Amenazas,MONSERRAT,FEBRERO,2017,2
Hurto automotor,RETIRO,FEBRERO,2018,2
Muertes por siniestros viales,RETIRO,NOVIEMBRE,2021,2
Hurto automotor,VILLA SANTA RITA,FEBRERO,2017,2
Hurto automotor,VILLA REAL,DICIEMBRE,2021,2
Hurto automotor,SAN NICOLAS,MARZO,2018,2
Hurto automotor,RETIRO,ENERO,2020,2
Hurto automotor,RETIRO,ENERO,2019,2
Hurto automotor,VILLA REAL,AGOSTO,2023,2
Hurto automotor,VILLA SANTA RITA,FEBRERO,2021,2
Hurto automotor,VILLA SANTA RITA,FEBRERO,2022,2
Hurto automotor,RETIRO,ENERO,2017,2
Hurto automotor,VILLA REAL,AGOSTO,2022,2
Hurto automotor,VILLA REAL,AGOSTO,2021,2
Hurto automotor,RETIRO,DICIEMBRE,2018,2
Hurto automotor,CHACARITA,MAYO,2018,2
Hurto automotor,COLEGIALES,JUNIO,2020,2
Hurto automotor,VILLA SANTA RITA,JULIO,2020,2
Hurto automotor,SAN NICOLAS,MAYO,2019,2
Hurto automotor,COGHLAN,NOVIEMBRE,2019,2
Muertes por siniestros viales,RETIRO,SEPTIEMBRE,2020,2
Hurto automotor,VILLA SANTA RITA,ENERO,2021,2
Hurto automotor,SAN NICOLAS,MAYO,2022,2
Hurto automotor,RETIRO,JULIO,2018,2
Hurto automotor,RETIRO,MAYO,2023,2
Hurto automotor,COLEGIALES,ENERO,2019,2
Hurto automotor,RETIRO,MAYO,2019,2
Hurto automotor,VILLA REAL,ENERO,2021,2
Muertes por siniestros viales,SAAVEDRA,ENERO,2017,2
Hurto automotor,VILLA SANTA RITA,AGOSTO,2019,2
Muertes por siniestros viales,SAAVEDRA,DICIEMBRE,2020,2
Hurto automotor,RETIRO,MARZO,2020,2
Hurto automotor,VILLA REAL,ENERO,2019,2
Muertes por siniestros viales,SAAVEDRA,DICIEMBRE,2016,2
Amenazas,MONTE CASTRO,ABRIL,2020,2
Hurto automotor,COGHLAN,NOVIEMBRE,2022,2
Hurto automotor,VILLA SANTA RITA,DICIEMBRE,2017,2
Hurto automotor,RETIRO,JUNIO,2019,2
Hurto automotor,RETIRO,JUNIO,2018,2
Hurto automotor,VILLA REAL,ENERO,2018,2
Hurto automotor,VILLA SANTA RITA,DICIEMBRE,2022,2
Hurto automotor,RETIRO,JULIO,2023,2
Hurto automotor,RETIRO,JULIO,2019,2
Robo automotor,BALVANERA,SEPTIEMBRE,2016,2
Robo automotor,BALVANERA,SEPTIEMBRE,2018,2
Hurto automotor,SAN NICOLAS,MAYO,2021,2
Hurto automotor,RETIRO,ABRIL,2019,2
Hurto automotor,RETIRO,NOVIEMBRE,2016,2
Hurto automotor,SAN NICOLAS,OCTUBRE,2017,2
Muertes por siniestros viales,PUERTO MADERO,DICIEMBRE,2018,2
Amenazas,PARQUE AVELLANEDA,DICIEMBRE,2016,2
Amenazas,COLEGIALES,MAYO,2018,2
Amenazas,COLEGIALES,MAYO,2017,2
Amenazas,VERSALLES,JULIO,2023,2
Hurto automotor,VILLA SANTA RITA,OCTUBRE,2020,2
Hurto automotor,SAN NICOLAS,OCTUBRE,2019,2
Hurto automotor,SAN NICOLAS,OCTUBRE,2020,2
Hurto automotor,PUERTO MADERO,SEPTIEMBRE,2021,2
Hurto automotor,CHACARITA,MAYO,2020,2
Hurto automotor,PUERTO MADERO,OCTUBRE,2023,2
Robo automotor,ALMAGRO,OCTUBRE,2018,2
Amenazas,COLEGIALES,MARZO,2021,2
Amenazas,SAN TELMO,MAYO,2019,2
Robo automotor,ALMAGRO,NOVIEMBRE,2020,2
Hurto automotor,COLEGIALES,MAYO,2021,2
Hurto automotor,PUERTO MADERO,NOVIEMBRE,2021,2
Hurto automotor,COLEGIALES,MAYO,2022,2
Hurto automotor,SAN NICOLAS,OCTUBRE,2023,2
Muertes por siniestros viales,CABALLITO,OCTUBRE,2021,2
Hurto automotor,COLEGIALES,NOVIEMBRE,2021,2
Hurto automotor,VILLA REAL,ABRIL,2016,2
Hurto automotor,VILLA REAL,ABRIL,2018,2
Hurto automotor,VILLA SANTA RITA,JULIO,2022,2
Hurto automotor,SAN NICOLAS,OCTUBRE,2016,2
Hurto automotor,VILLA REAL,AGOSTO,2018,2
Hurto automotor,VILLA REAL,ABRIL,2023,2
Muertes por siniestros viales,RECOLETA,SEPTIEMBRE,2021,2
Amenazas,VERSALLES,FEBRERO,2020,2
Hurto automotor,COGHLAN,NOVIEMBRE,2018,2
Muertes por siniestros viales,RECOLETA,MAYO,2022,2
Hurto automotor,SAN NICOLAS,NOVIEMBRE,2021,2
Hurto automotor,RECOLETA,MAYO,2022,2
Muertes por siniestros viales,RECOLETA,JUNIO,2022,2
Robo automotor,BARRACAS,ABRIL,2023,2
Hurto automotor,RECOLETA,MAYO,2020,2
Muertes por siniestros viales,VELEZ SARSFIELD,DICIEMBRE,2022,2
Muertes por siniestros viales,RECOLETA,JULIO,2018,2
Hurto automotor,RECOLETA,JUNIO,2020,2
Hurto automotor,VILLA REAL,ABRIL,2021,2
Hurto automotor,VILLA SANTA RITA,MAYO,2020,2
Hurto automotor,RECOLETA,FEBRERO,2021,2
Hurto automotor,RECOLETA,ENERO,2022,2
Hurto automotor,VILLA SANTA RITA,MAYO,2021,2
Muertes por siniestros viales,RECOLETA,DICIEMBRE,2020,2
Muertes por siniestros viales,RECOLETA,ABRIL,2018,2
Hurto automotor,SAN NICOLAS,JUNIO,2017,2
Hurto automotor,SAN NICOLAS,JUNIO,2016,2
Hurto automotor,PUERTO MADERO,MARZO,2021,2
Hurto automotor,SAN NICOLAS,DICIEMBRE,2016,2
Hurto automotor,VILLA REAL,MARZO,2017,2
Muertes por siniestros viales,COLEGIALES,MARZO,2022,2
Muertes por siniestros viales,SAN NICOLAS,ABRIL,2018,2
Hurto automotor,SAN NICOLAS,DICIEMBRE,2018,2
Hurto automotor,VILLA RIACHUELO,AGOSTO,2020,2
Hurto automotor,VILLA RIACHUELO,AGOSTO,2021,2
Hurto automotor,COGHLAN,SEPTIEMBRE,2023,2
Hurto automotor,SAN CRISTOBAL,ABRIL,2020,2
Robo automotor,BALVANERA,JULIO,2016,2
Hurto automotor,VILLA RIACHUELO,DICIEMBRE,2021,2
Hurto automotor,COGHLAN,OCTUBRE,2023,2
Robo automotor,BALVANERA,JULIO,2019,2
Hurto automotor,SAAVEDRA,SEPTIEMBRE,2021,2
Amenazas,VELEZ SARSFIELD,SEPTIEMBRE,2023,2
Hurto automotor,SAAVEDRA,SEPTIEMBRE,2020,2
Muertes por siniestros viales,SAN CRISTOBAL,JUNIO,2018,2
Hurto automotor,SAN NICOLAS,DICIEMBRE,2023,2
Hurto automotor,VILLA RIACHUELO,FEBRERO,2022,2
Hurto automotor,COGHLAN,OCTUBRE,2021,2
Muertes por siniestros viales,SAN CRISTOBAL,JULIO,2018,2
Amenazas,NUEVA POMPEYA,DICIEMBRE,2016,2
Hurto automotor,SAN CRISTOBAL,JULIO,2020,2
Hurto automotor,SAN NICOLAS,AGOSTO,2022,2
Hurto automotor,SAN NICOLAS,ENERO,2017,2
Hurto automotor,COGHLAN,SEPTIEMBRE,2018,2
Hurto automotor,VILLA REAL,MAYO,2018,2
Robo automotor,BALVANERA,ENERO,2018,2
Amenazas,NUÑEZ,MARZO,2017,2
Muertes por siniestros viales,SAN NICOLAS,NOVIEMBRE,2022,2
Hurto automotor,SAN NICOLAS,ABRIL,2017,2
Hurto automotor,SAN CRISTOBAL,SEPTIEMBRE,2017,2
Robo automotor,BALVANERA,ENERO,2020,2
Hurto automotor,SAN NICOLAS,ABRIL,2021,2
Robo automotor,BALVANERA,ENERO,2021,2
Muertes por siniestros viales,SAN NICOLAS,MARZO,2016,2
Hurto automotor,CHACARITA,JULIO,2022,2
Hurto automotor,SAN NICOLAS,ABRIL,2022,2
Muertes por siniestros viales,SAN NICOLAS,JUNIO,2018,2
Robo automotor,BALVANERA,ENERO,2022,2
Robo automotor,BALVANERA,ENERO,2023,2
Muertes por siniestros viales,SAN NICOLAS,JUNIO,2016,2
Hurto automotor,VILLA REAL,OCTUBRE,2019,2
Hurto automotor,SAN NICOLAS,ABRIL,2023,2
Hurto automotor,VILLA REAL,OCTUBRE,2022,2
Hurto automotor,SAN NICOLAS,AGOSTO,2016,2
Hurto automotor,VILLA REAL,SEPTIEMBRE,2021,2
Hurto automotor,VILLA RIACHUELO,JULIO,2018,2
Robo automotor,BALVANERA,DICIEMBRE,2016,2
Amenazas,MONTE CASTRO,FEBRERO,2017,2
Hurto automotor,SAAVEDRA,AGOSTO,2020,2
Muertes por siniestros viales,SAAVEDRA,SEPTIEMBRE,2016,2
Hurto automotor,SAAVEDRA,ABRIL,2022,2
Hurto automotor,SAN NICOLAS,JULIO,2018,2
Amenazas,MONTE CASTRO,JUNIO,2020,2
Hurto automotor,RETIRO,SEPTIEMBRE,2019,2
Hurto automotor,COLEGIALES,AGOSTO,2020,2
Hurto automotor,VILLA RIACHUELO,OCTUBRE,2019,2
Hurto automotor,RETIRO,SEPTIEMBRE,2017,2
Hurto automotor,RETIRO,SEPTIEMBRE,2016,2
Robo automotor,BALVANERA,NOVIEMBRE,2017,2
Hurto automotor,SAN NICOLAS,JULIO,2020,2
Hurto automotor,VILLA REAL,FEBRERO,2016,2
Amenazas,PALERMO,ENERO,2017,2
Hurto automotor,VILLA RIACHUELO,SEPTIEMBRE,2019,2
Hurto automotor,VILLA RIACHUELO,SEPTIEMBRE,2021,2
Hurto automotor,VILLA RIACHUELO,SEPTIEMBRE,2022,2
Amenazas,VERSALLES,DICIEMBRE,2017,2
Hurto automotor,RETIRO,OCTUBRE,2018,2
Muertes por siniestros viales,SAAVEDRA,FEBRERO,2022,2
Hurto automotor,SAN NICOLAS,JULIO,2023,2
Hurto automotor,RETIRO,NOVIEMBRE,2021,2
Hurto automotor,VILLA RIACHUELO,NOVIEMBRE,2022,2
Amenazas,VERSALLES,AGOSTO,2021,2
Hurto automotor,SAAVEDRA,NOVIEMBRE,2020,2
Hurto automotor,CHACARITA,MARZO,2021,2
Hurto automotor,COLEGIALES,ABRIL,2017,2
Hurto automotor,VILLA RIACHUELO,JULIO,2022,2
Hurto automotor,SAN NICOLAS,FEBRERO,2016,2
Robo automotor,BALVANERA,AGOSTO,2022,2
Hurto automotor,SAN NICOLAS,FEBRERO,2017,2
Hurto automotor,VILLA RIACHUELO,JUNIO,2019,2
Hurto automotor,SAAVEDRA,JUNIO,2020,2
Hurto automotor,SAN NICOLAS,FEBRERO,2020,2
Muertes por siniestros viales,SAN CRISTOBAL,AGOSTO,2018,2
Hurto automotor,VILLA REAL,JULIO,2021,2
Hurto automotor,VILLA REAL,JULIO,2019,2
Amenazas,VERSALLES,ABRIL,2022,2
Hurto automotor,SAAVEDRA,JULIO,2020,2
Hurto automotor,SAN NICOLAS,FEBRERO,2022,2
Hurto automotor,SAAVEDRA,FEBRERO,2020,2
Hurto automotor,VILLA RIACHUELO,MARZO,2021,2
Hurto automotor,VILLA REAL,JULIO,2017,2
Hurto automotor,SAN NICOLAS,JULIO,2016,2
Hurto automotor,VILLA RIACHUELO,MAYO,2021,2
Hurto automotor,CHACARITA,MARZO,2020,2
Muertes por siniestros viales,SAAVEDRA,SEPTIEMBRE,2017,2
Muertes por siniestros viales,CONSTITUCION,DICIEMBRE,2020,2
Amenazas,VERSALLES,MARZO,2017,2
Robo automotor,BELGRANO,AGOSTO,2019,2
Hurto automotor,CHACARITA,AGOSTO,2020,2
Hurto automotor,PARQUE PATRICIOS,FEBRERO,2021,2
Amenazas,COGHLAN,JUNIO,2019,2
Hurto automotor,PARQUE PATRICIOS,DICIEMBRE,2017,2
Muertes por siniestros viales,PALERMO,FEBRERO,2019,2
Hurto total,PUERTO MADERO,JUNIO,2016,2
Amenazas,VILLA GRAL. MITRE,ABRIL,2020,2
Hurto automotor,CONSTITUCION,FEBRERO,2020,2
Hurto automotor,PARQUE CHAS,SEPTIEMBRE,2023,2
Hurto automotor,PARQUE CHAS,SEPTIEMBRE,2022,2
Amenazas,PARQUE CHAS,DICIEMBRE,2019,2
Robo automotor,BARRACAS,OCTUBRE,2022,2
Muertes por siniestros viales,VILLA DEVOTO,AGOSTO,2021,2
Amenazas,VILLA GRAL. MITRE,ABRIL,2023,2
Hurto automotor,COGHLAN,JULIO,2023,2
Hurto automotor,VILLA ORTUZAR,MARZO,2022,2
Hurto automotor,VILLA ORTUZAR,MARZO,2019,2
Hurto total,PUERTO MADERO,MARZO,2016,2
Hurto automotor,COGHLAN,JULIO,2022,2
Muertes por siniestros viales,BELGRANO,MARZO,2019,2
Amenazas,COGHLAN,JULIO,2023,2
Robo automotor,ALMAGRO,FEBRERO,2020,2
Muertes por siniestros viales,PALERMO,JUNIO,2019,2
Amenazas,COGHLAN,MARZO,2017,2
Hurto automotor,PARQUE CHAS,NOVIEMBRE,2018,2
Muertes por siniestros viales,PALERMO,MAYO,2021,2
Hurto automotor,PATERNAL,AGOSTO,2019,2
Hurto automotor,PATERNAL,AGOSTO,2016,2
Muertes por siniestros viales,PARQUE AVELLANEDA,MARZO,2017,2
Hurto total,PUERTO MADERO,AGOSTO,2017,2
Amenazas,COGHLAN,NOVIEMBRE,2022,2
Hurto total,PUERTO MADERO,AGOSTO,2020,2
Amenazas,COGHLAN,NOVIEMBRE,2021,2
Muertes por siniestros viales,PARQUE AVELLANEDA,DICIEMBRE,2021,2
Hurto automotor,PARQUE PATRICIOS,OCTUBRE,2020,2
Amenazas,COGHLAN,MAYO,2020,2
Robo automotor,ALMAGRO,JULIO,2019,2
Hurto total,PUERTO MADERO,DICIEMBRE,2020,2
Hurto automotor,SAN TELMO,MAYO,2021,2
Amenazas,COGHLAN,MARZO,2022,2
Hurto total,PUERTO MADERO,ENERO,2016,2
Hurto automotor,PARQUE PATRICIOS,MARZO,2023,2
Hurto total,PUERTO MADERO,ENERO,2018,2
Hurto automotor,SAN TELMO,MAYO,2023,2
Muertes por siniestros viales,BELGRANO,OCTUBRE,2016,2
Hurto total,PUERTO MADERO,FEBRERO,2017,2
Hurto total,PUERTO MADERO,FEBRERO,2018,2
Amenazas,COGHLAN,JULIO,2022,2
Hurto automotor,CONSTITUCION,JULIO,2022,2
Hurto automotor,PATERNAL,AGOSTO,2021,2
Hurto automotor,PARQUE CHAS,JULIO,2022,2
Hurto total,PUERTO MADERO,SEPTIEMBRE,2020,2
Robo total,PARQUE CHAS,MAYO,2020,2
Hurto automotor,VILLA ORTUZAR,JUNIO,2016,2
Robo automotor,ALMAGRO,ENERO,2023,2
Hurto automotor,PARQUE CHAS,JULIO,2016,2
Hurto automotor,VILLA ORTUZAR,JULIO,2021,2
Hurto automotor,CONSTITUCION,JUNIO,2021,2
Hurto total,SAN TELMO,ABRIL,2020,2
Hurto automotor,SAN TELMO,SEPTIEMBRE,2020,2
Muertes por siniestros viales,VILLA DEVOTO,JULIO,2016,2
Hurto automotor,VILLA ORTUZAR,JULIO,2017,2
Hurto automotor,PARQUE CHAS,ENERO,2019,2
Hurto automotor,PARQUE CHAS,ENERO,2018,2
Muertes por siniestros viales,BELGRANO,FEBRERO,2023,2
Hurto automotor,COGHLAN,JULIO,2019,2
Hurto automotor,PARQUE CHAS,ENERO,2016,2
Hurto automotor,CONSTITUCION,MARZO,2017,2
Hurto automotor,PARQUE CHAS,DICIEMBRE,2021,2
Amenazas,COGHLAN,DICIEMBRE,2022,2
Hurto automotor,COGHLAN,JULIO,2018,2
Amenazas,SAN CRISTOBAL,DICIEMBRE,2016,2
Hurto automotor,PARQUE CHAS,JULIO,2020,2
Muertes por siniestros viales,NUÑEZ,NOVIEMBRE,2022,2
Muertes por siniestros viales,PALERMO,DICIEMBRE,2016,2
Muertes por siniestros viales,VILLA DEVOTO,DICIEMBRE,2020,2
Hurto total,PUERTO MADERO,MAYO,2018,2
Hurto automotor,PARQUE CHAS,MAYO,2022,2
Hurto automotor,CONSTITUCION,JULIO,2023,2
Muertes por siniestros viales,PALERMO,AGOSTO,2022,2
Amenazas,COGHLAN,JULIO,2020,2
Hurto automotor,SAN CRISTOBAL,SEPTIEMBRE,2022,2
Hurto automotor,PARQUE CHAS,MARZO,2020,2
Hurto automotor,VILLA ORTUZAR,JUNIO,2021,2
Muertes por siniestros viales,PALERMO,AGOSTO,2018,2
Hurto automotor,VILLA ORTUZAR,JUNIO,2020,2
Hurto total,PUERTO MADERO,NOVIEMBRE,2020,2
Hurto automotor,CHACARITA,ABRIL,2021,2
Hurto total,PUERTO MADERO,OCTUBRE,2017,2
Hurto automotor,SAN TELMO,OCTUBRE,2023,2
Amenazas,COGHLAN,JULIO,2017,2
Muertes por siniestros viales,BELGRANO,JULIO,2019,2
Amenazas,COGHLAN,FEBRERO,2023,2
Hurto automotor,PARQUE CHAS,JUNIO,2020,2
Hurto automotor,SAN TELMO,SEPTIEMBRE,2016,2
Hurto automotor,CHACARITA,ABRIL,2019,2
Muertes por siniestros viales,PALERMO,ABRIL,2016,2
Amenazas,COGHLAN,OCTUBRE,2019,2
Hurto total,PUERTO MADERO,AGOSTO,2016,2
Hurto automotor,VILLA PUEYRREDON,NOVIEMBRE,2021,2
Muertes por siniestros viales,CONSTITUCION,ENERO,2016,2
Amenazas,COLEGIALES,FEBRERO,2017,2
Hurto automotor,VILLA PUEYRREDON,JUNIO,2021,2
Hurto automotor,SAN TELMO,DICIEMBRE,2021,2
Robo automotor,ALMAGRO,MAYO,2016,2
Hurto automotor,VILLA SOLDATI,OCTUBRE,2017,2
Hurto automotor,SAN TELMO,DICIEMBRE,2023,2
Hurto automotor,SAN TELMO,ENERO,2020,2
Hurto automotor,CHACARITA,MAYO,2022,2
Hurto automotor,COGHLAN,MARZO,2021,2
Muertes por siniestros viales,CONSTITUCION,FEBRERO,2017,2
Hurto automotor,PATERNAL,NOVIEMBRE,2021,2
Hurto automotor,COGHLAN,MARZO,2018,2
Amenazas,COLEGIALES,DICIEMBRE,2019,2
Hurto automotor,SAN TELMO,FEBRERO,2021,2
Hurto automotor,SAN TELMO,FEBRERO,2022,2
Hurto automotor,PATERNAL,MAYO,2021,2
Robo automotor,ALMAGRO,JUNIO,2022,2
Hurto automotor,VILLA PUEYRREDON,AGOSTO,2020,2
Hurto automotor,VILLA URQUIZA,AGOSTO,2020,2
Muertes por siniestros viales,CABALLITO,ABRIL,2019,2
Hurto automotor,CONSTITUCION,DICIEMBRE,2016,2
Amenazas,VERSALLES,OCTUBRE,2020,2
Amenazas,VERSALLES,OCTUBRE,2019,2
Amenazas,COLEGIALES,AGOSTO,2017,2
Hurto automotor,SAN TELMO,DICIEMBRE,2020,2
Hurto automotor,COGHLAN,MAYO,2023,2
Hurto automotor,PUERTO MADERO,JULIO,2021,2
Hurto automotor,COGHLAN,MAYO,2022,2
Hurto automotor,VILLA SOLDATI,DICIEMBRE,2016,2
Hurto automotor,COLEGIALES,OCTUBRE,2023,2
Amenazas,COLEGIALES,JUNIO,2017,2
Hurto automotor,PUERTO MADERO,DICIEMBRE,2023,2
Hurto automotor,COLEGIALES,SEPTIEMBRE,2021,2
Hurto automotor,SAN TELMO,ABRIL,2017,2
Amenazas,VERSALLES,MARZO,2023,2
Robo automotor,ALMAGRO,MAYO,2021,2
Hurto automotor,VILLA PUEYRREDON,MARZO,2021,2
Hurto automotor,PUERTO MADERO,ABRIL,2022,2
Hurto automotor,PATERNAL,SEPTIEMBRE,2023,2
Hurto automotor,PATERNAL,SEPTIEMBRE,2021,2
Hurto automotor,PATERNAL,SEPTIEMBRE,2020,2
Hurto automotor,PATERNAL,SEPTIEMBRE,2019,2
Hurto automotor,SAN TELMO,AGOSTO,2019,2
Hurto automotor,SAN TELMO,DICIEMBRE,2016,2
Hurto automotor,CONSTITUCION,ABRIL,2023,2
Hurto automotor,SAN TELMO,DICIEMBRE,2018,2
Amenazas,PARQUE CHAS,ABRIL,2017,2
Robo automotor,ALMAGRO,JUNIO,2019,2
Hurto automotor,COGHLAN,JUNIO,2021,2
Hurto automotor,SAN TELMO,JUNIO,2019,2
Amenazas,VILLA DEL PARQUE,FEBRERO,2017,2
Hurto automotor,PATERNAL,FEBRERO,2021,2
Hurto automotor,PATERNAL,FEBRERO,2019,2
Hurto automotor,PATERNAL,FEBRERO,2018,2
Robo automotor,BARRACAS,MAYO,2020,2
Hurto automotor,VILLA ORTUZAR,OCTUBRE,2016,2
Hurto automotor,SAN TELMO,JUNIO,2020,2
Hurto automotor,COGHLAN,JUNIO,2022,2
Hurto automotor,PATERNAL,FEBRERO,2016,2
Hurto total,PARQUE CHAS,ABRIL,2020,2
Amenazas,PARQUE CHAS,ABRIL,2020,2
Hurto automotor,PATERNAL,ENERO,2021,2
Hurto automotor,PATERNAL,ENERO,2020,2
Muertes por siniestros viales,VILLA CRESPO,OCTUBRE,2018,2
Hurto automotor,VILLA ORTUZAR,NOVIEMBRE,2019,2
Hurto automotor,CONSTITUCION,DICIEMBRE,2021,2
Muertes por siniestros viales,BOCA,ENERO,2018,2
Hurto automotor,PATERNAL,ENERO,2016,2
Hurto automotor,PATERNAL,DICIEMBRE,2023,2
Hurto total,PUERTO MADERO,ABRIL,2016,2
Hurto automotor,PATERNAL,DICIEMBRE,2018,2
